0,1,2,3,4,word,summary
376259.3100816293,84.70216673775847,-0.0022400951870133884,0.0034957999813926832,-0.0005256578278175217,summaryOfAllWords,339446.8788863272
144.2685237096447,-76.7913485276553,0.32692742329458224,0.2548564825647787,0.04914149510174745,Wetter,192.89449125985982
262.76400296913664,-133.43643766627793,0.28484354449488236,0.15182323981206775,0.03469108750148553,Bayern,324.23315699513273
-8.413622602908415,-3.841472537379902,0.3764356644041316,0.43056223207814975,-0.09129456245997158,wetter bayern,23.68013926100485
-26.359192387246534,4.494014654971935,0.28296401323535525,0.8075593776993781,-0.4884419941935957,Regentief,3.894581686232813
-26.359192387246534,4.494014654971935,0.28296401323535525,0.8075593776993781,-0.4884419941935957,bayern regen+tief,3.894581686232813
-4.471337439943479,-5.819042303873369,0.38836713944489587,0.8007779671635069,0.008559322007577391,bringt,28.08982515582226
-26.379325050946726,4.516172772487402,0.29045421906521496,0.7864448358083145,-0.48265888481252217,regen+tief bring+t,3.86685630387232
36.424077968978594,-25.212359446805284,0.11443995057353662,0.19682055193745537,0.003485583602328937,ersten,73.35032628337832
-26.204108182889538,4.373568080630567,0.314429223257845,0.8830302159238803,-0.5063871359495774,bring+t erst+en,4.086456837236875
342.3139900703771,-171.71180913862688,0.3620402434154757,0.9627189223319559,-0.24215973342415129,Schnee,412.5121359893256
-25.62466094691286,3.90020667269526,0.3726343620830999,1.163853353783253,-0.5693903054122514,erst+en schnee,4.813438385019785
319.95897451857627,-160.772115819476,0.18183977638247156,0.0701202955126411,0.01920484470112701,Bergen,387.62483327248066
-26.408688306063706,4.559370930792879,0.32272746942775354,0.7347766012876746,-0.4675602312726249,schnee berg+en,3.821719486417753
23.714258182955508,-19.141972657780723,0.3336437321650814,0.05453355022164327,0.08569591280288068,Oberhalb,59.26521032380925
-26.509199834256513,4.648389114227882,0.3248519256884108,0.6572678350075292,-0.44606086021453073,berg+en oberhalb,3.6926298007745757
-21.372501628519274,2.363139366153016,0.24241238237953938,0.3050655233500385,-0.22508578016999745,1800,9.312552558001435
-26.593256339463295,4.729552089428723,0.34482272204421255,0.5700188743545833,-0.41983775897062947,oberhalb 1800,3.5817694220202845
99.90877873303481,-55.55801628653798,0.15151622230677905,0.11352757036631078,0.05683564245979492,Metern,143.7148280582331
-21.4770300927522,2.412880083718658,0.24680658670305272,0.302511005956187,-0.2272560607149838,1800 meter+n,9.196793209043651
57.16018335005825,-35.124432472671145,0.03785620735450798,0.20454168572209078,0.0651701840780522,zehn,96.33367697688628
-26.379442618999416,4.608048353662403,0.48999056881715186,0.5882377497021847,-0.4165572379105058,meter+n zehn,3.827059966628853
14.058589856723575,-14.647252652200766,0.6157178249158554,0.604007150773904,-0.02771618966441107,Zentimeter,48.61524664619282
-16.206812995527947,-0.16483487137654773,0.5240721284661813,0.4478079200880014,-0.21425777304094132,zehn zentimeter,15.063342221586026
154.9528609989477,-81.94321267279143,0.35819220998281576,0.47065533366006423,-0.055257228522539115,Neuschnee,204.7560357935356
8.988516953072459,-12.183309198708184,0.4198195054634654,0.4842466047686809,-0.12557358098938148,zentimeter neuschnee,42.97833395119913
-0.6903077541735669,-7.623367609279571,0.4444227748939537,0.6814164259751649,-0.16684529648129054,erwartet,32.2793342312912
-14.901871581005508,-0.6794335965352509,0.15173665602650988,0.1830714813927193,-0.06739396809984421,neuschnee erwart+et,16.462588427409564
12.48766752136947,-13.762388404917932,0.19787852242910553,0.10564405194521262,0.05543712976610278,Und,46.816291459302235
-26.319651372477956,4.596381249955019,0.6094115925121394,0.5039311598441916,-0.3813798183260063,restlichen,3.886002917770605
-26.319651372477956,4.596381249955019,0.6094115925121394,0.5039311598441916,-0.3813798183260063,und restlich+en,3.886002917770605
-26.59839269197175,4.779809648596422,0.48498996207112866,0.4136939409475522,-0.3620890885607744,restlich+en bayer+n,3.5554102006221053
-20.81645578534865,1.9957305278729036,0.6691540373077771,0.5023138093465136,-0.22417139105612902,nass,9.972629423870051
-26.716834693601413,4.86513539647339,0.4670040863073907,0.3264423493096201,-0.334248509144489,bayer+n nass,3.4117366886959926
