,summary,Impacts,Hazard,Mitigation,Adaptation,Causes,word
vierzehn,5.719220687689113,0.13832623341373815,0.3926920818783723,0.12822363813652948,-0.6578338402323373,0.04058067250352815,vierzehn
mög+e vierzehn,5.719220687689113,0.13832623341373815,0.3926920818783723,0.12822363813652948,-0.6578338402323373,0.04058067250352815,mög+e vierzehn
Achttausender,5.561353392416904,0.1261086593599646,0.37892592916518236,0.1233808685021303,-0.6127046421251844,0.04250053623007137,Achttausender
vierzehn acht+tausender,5.561353392416904,0.1261086593599646,0.37892592916518236,0.1233808685021303,-0.6127046421251844,0.04250053623007137,vierzehn acht+tausender
acht+tausender besteig+en,5.387827224272162,0.1060217330875961,0.3565365340658933,0.11295976631042369,-0.5465366300167935,0.04775283627596281,acht+tausender besteig+en
Vorbereitungstour,5.282690016810765,0.06465508241411794,0.311965431495974,0.08324631864567553,-0.4352656944837694,0.06522434544337254,Vorbereitungstour
bei vorbereitung+s+tour,5.282690016810765,0.06465508241411794,0.311965431495974,0.08324631864567553,-0.4352656944837694,0.06522434544337254,bei vorbereitung+s+tour
vorbereitung+s+tour himalaja,5.6107572982481475,-0.04359956821713336,0.20078227734883364,-0.015646106628205474,-0.2277037578681691,0.12355863527519012,vorbereitung+s+tour himalaja
himalaja hab+e,5.216217440243538,0.011595104722401562,0.25479758929630775,0.04305105277723237,-0.3181778713666255,0.0894772692166365,himalaja hab+e
Traum,4.951171971326577,0.04051499361315766,0.28208646093377043,0.07660192205519246,-0.36980187886857896,0.06910496656717427,Traum
hab+e traum,4.951171971326577,0.04051499361315766,0.28208646093377043,0.07660192205519246,-0.36980187886857896,0.06910496656717427,hab+e traum
traum fast,4.8773470319352645,0.04563299089087872,0.2864787326543067,0.0837084298771584,-0.3787176185081889,0.06485850697038373,traum fast
fast leben,4.920052950125165,0.01697062542366647,0.25629835649513605,0.059075577286803294,-0.3217746988413304,0.08111863740307745,fast leben
leben bezahl+t,4.994134202582606,-0.0065542552504172236,0.23209656005349635,0.03729477493190345,-0.27979230736254646,0.0949704974924735,leben bezahl+t
friert,4.889250757077362,-0.015150314790328077,0.22103197383777742,0.034810878048239166,-0.2679391254139272,0.10128122027023123,friert
niklau+s frier+t,4.889250757077362,-0.015150314790328077,0.22103197383777742,0.034810878048239166,-0.2679391254139272,0.10128122027023123,niklau+s frier+t
gut,25.537900713897116,-0.07343395382713083,-0.09522878866912661,-0.10945998840454713,0.027887949586865208,0.11085320975966,gut
vor gut,4.763810854260448,-0.003070236548500904,0.23189693197267078,0.0497694197103776,-0.29596918254084503,0.09865880421865213,vor gut
gut zwei,4.744466442760549,-0.0034214276819679204,0.23115091384821423,0.05033652708546537,-0.30007168342119844,0.10179121649211506,gut zwei
Wochen,36.750605843621734,0.004977630911953771,-0.0898152239741445,-0.35234004330650304,-0.09077457857311239,0.1950542630825403,Wochen
zwei woche+n,4.733673438824313,-0.00652754747944498,0.22755813932399463,0.04835127370978392,-0.3034883104899514,0.10911635758115368,zwei woche+n
woche+n steh+t,4.751106617586222,-0.01749010610587049,0.2159267010527566,0.03891002741315794,-0.30776143660388233,0.1298249598617721,woche+n steh+t
5700,4.790375254028345,-0.03853868395921412,0.19367257848503397,0.02054947682330604,-0.2928670610161304,0.15418793871525455,5700
steh+t 5700,4.790375254028345,-0.03853868395921412,0.19367257848503397,0.02054947682330604,-0.2928670610161304,0.15418793871525455,steh+t 5700
5700 meter+n,4.710306614928341,-0.02638418457342895,0.20537550108772293,0.0336937590938443,-0.25527910446602325,0.11098232817908997,5700 meter+n
Meer,4.701272357489873,-0.03527472097582649,0.19542709416543552,0.027087104954053975,-0.13483243037408627,0.039025974562981264,Meer
meter+n meer,4.701272357489873,-0.03527472097582649,0.19542709416543552,0.027087104954053975,-0.13483243037408627,0.039025974562981264,meter+n meer
Flanke,4.695713050643261,-0.04428862856638941,0.18539002218964862,0.02023770870609759,-0.0661984834351645,-0.002636252172412996,Flanke
meer flanke,4.695713050643261,-0.04428862856638941,0.18539002218964862,0.02023770870609759,-0.0661984834351645,-0.002636252172412996,meer flanke
Cholatse,4.48742770029468,-0.007777546937027689,0.22099185321531056,0.05863741963198453,-0.1661729884674439,0.014033475574325775,Cholatse
flanke cholatse,4.48742770029468,-0.007777546937027689,0.22099185321531056,0.05863741963198453,-0.1661729884674439,0.014033475574325775,flanke cholatse
technisch,4.307329799957235,0.02104844461698086,0.24854105200203164,0.09006281851682267,-0.24905803009213656,0.022513057524326686,technisch
cholatse technisch,4.307329799957235,0.02104844461698086,0.24854105200203164,0.09006281851682267,-0.24905803009213656,0.022513057524326686,cholatse technisch
schwierigen,4.237051279334586,0.030325112748020244,0.2570456139877642,0.10088290898592452,-0.273368670742118,0.02213222848464049,schwierigen
technisch schwierig+en,4.237051279334586,0.030325112748020244,0.2570456139877642,0.10088290898592452,-0.273368670742118,0.02213222848464049,technisch schwierig+en
6440,4.16966134522853,0.038128741167916536,0.26394743319074104,0.11046322717419825,-0.2923994392896276,0.020362599518967246,6440
schwierig+en 6440,4.16966134522853,0.038128741167916536,0.26394743319074104,0.11046322717419825,-0.2923994392896276,0.020362599518967246,schwierig+en 6440
6440 meter,4.710306614928341,-0.02638418457342895,0.20537550108772293,0.0336937590938443,-0.25527910446602325,0.11098232817908997,6440 meter
Bergs,4.092356881554555,0.04583125658382395,0.2704158187175718,0.1205536322508503,-0.30957686671295187,0.017136730184010403,Bergs
hoch+en berg+s,4.092356881554555,0.04583125658382395,0.2704158187175718,0.1205536322508503,-0.30957686671295187,0.017136730184010403,hoch+en berg+s
berg+s nepal,4.05712700714397,0.04892919384657109,0.2728798486129849,0.12485931378180627,-0.3159336394598497,0.015365935371521009,berg+s nepal
befindet,4.021372734966354,0.05182756224114422,0.2750888503898388,0.12905712496043736,-0.32153527239127405,0.01342744669788747,befindet
Couloir…,3.9494001283538696,0.05696663458491057,0.27869872098158993,0.13702874835177156,-0.33046274154823285,0.00920525972780889,Couloir…
befind+et couloir…,3.9494001283538696,0.05696663458491057,0.27869872098158993,0.13702874835177156,-0.33046274154823285,0.00920525972780889,befind+et couloir…
+12040,3.921596517505098,0.05872151162150309,0.2798117982002636,0.13995268116162884,-0.3331472595948817,0.0074889125660762244,+12040
couloir… +12040,3.921596517505098,0.05872151162150309,0.2798117982002636,0.13995268116162884,-0.3331472595948817,0.0074889125660762244,couloir… +12040
+12040 char+s,3.903161267031479,0.05981904683995952,0.28046795055654644,0.14184765632480603,-0.3347108477807827,0.006330743031359638,+12040 char+s
Half-Life,9.93260786782496,0.22137298460964494,0.42556995053654395,0.059117112134048515,-0.9725159969263646,0.07796012131487746,Half-Life
half-lif+e ein,9.760100975588408,0.25361470532245967,0.4872214127307645,0.11444005373890585,-1.1077055399407996,0.021321678243813907,half-lif+e ein
Hinweisen,14.180794471763656,0.2549879636575168,0.4625966789377657,0.04450082523110594,-0.9658153343910084,0.015818070740341056,Hinweisen
lawine hinweis+en,14.180794471763656,0.2549879636575168,0.4625966789377657,0.04450082523110594,-0.9658153343910084,0.015818070740341056,lawine hinweis+en
sorgt,68.64093771559568,0.02543629088795631,-0.0957128940592348,-0.12118493575262816,0.13416137630909955,-0.08239182766919861,sorgt
hinweis+en sorg+t,7.448868664733164,0.2558946837172667,0.41876152786359805,0.09892924012487592,-0.8481385929653431,-0.016799299477548303,hinweis+en sorg+t
sorg+t neu+e,6.789138691302586,0.2653798260454852,0.3979178323851264,0.09846331514937703,-0.8309057229074752,-0.020347477987267992,sorg+t neu+e
neu+e hoffnung,9.452477596347617,0.2808760353616956,0.3949691108522336,0.04041283711872275,-0.9621466115111735,0.03319285250453106,neu+e hoffnung
hoffnung was,6.09588212490638,0.1980660636185763,0.3844339155128192,0.10850558666832276,-0.6754045940584417,-0.0035844036445505183,hoffnung was
diesmal,5.9542334660139105,0.16628248494259362,0.3626572706612413,0.09604216169365506,-0.5603448197794245,-0.0067136811086934475,diesmal
was diesmal,5.9542334660139105,0.16628248494259362,0.3626572706612413,0.09604216169365506,-0.5603448197794245,-0.0067136811086934475,was diesmal
Hinweise,9.716753265881524,0.05661239680814621,0.5390738115445917,-0.04834462978574739,-0.9678854669476306,0.18681021316866206,Hinweise
der hinweis+e,5.5976354371017605,0.1258783623985027,0.3363835487781168,0.08876024798803082,-0.5517470589064308,0.051748248008014086,der hinweis+e
hinweis+e half-lif+e,5.4059848826144075,0.11067790270688004,0.32671071998402285,0.08916467748516207,-0.6138323075261115,0.10281950436009975,hinweis+e half-lif+e
verdichten,5.092744569212378,0.13141368322265648,0.3512968412035325,0.12193617930407435,-0.6028506761034881,0.050893347324445205,verdichten
half-lif+e verdicht+en,5.092744569212378,0.13141368322265648,0.3512968412035325,0.12193617930407435,-0.6028506761034881,0.050893347324445205,half-lif+e verdicht+en
massiv,4.851145849902517,0.1398520642683526,0.3597421249496934,0.1400126149815796,-0.5956313126984284,0.026515497878381745,massiv
verdicht+en massiv,4.851145849902517,0.1398520642683526,0.3597421249496934,0.1400126149815796,-0.5956313126984284,0.026515497878381745,verdicht+en massiv
Neue,42.40349786471316,0.22077976851298792,0.18922240585497221,-0.12844602894067658,-0.6397987863333264,0.14311646099759961,Neue
massiv neu+e,4.765976286693656,0.1454896459612917,0.3596336751450702,0.14427258151780945,-0.5931309313748627,0.017752357030049563,massiv neu+e
Valve-Hardware,4.719127058361073,0.14885173145479944,0.3590169682698553,0.14625626014070756,-0.5915248510018801,0.012990029858581739,Valve-Hardware
neu+e valve-hardwar+e,4.719127058361073,0.14885173145479944,0.3590169682698553,0.14625626014070756,-0.5915248510018801,0.012990029858581739,neu+e valve-hardwar+e
Insider-Leaks,4.7161797915193,0.16514080025953487,0.36378402688492173,0.1499945136409837,-0.6127369030241853,0.001416755586543674,Insider-Leaks
valve-hardwar+e insider-leak+s,4.7161797915193,0.16514080025953487,0.36378402688492173,0.1499945136409837,-0.6127369030241853,0.001416755586543674,valve-hardwar+e insider-leak+s
Teaser,4.900983870233162,0.1836869212490345,0.3662797947139235,0.14249551499361282,-0.647524796096349,-0.0007520734476335491,Teaser
insider-leak+s teaser,4.900983870233162,0.1836869212490345,0.3662797947139235,0.14249551499361282,-0.647524796096349,-0.0007520734476335491,insider-leak+s teaser
Geoff,8.928447376146257,0.22776038220457087,0.37986366261620536,0.036492895042649236,-0.7469656068777728,0.023263545989109305,Geoff
teaser geoff,5.0655223196373065,0.19681165690006633,0.36217342265018204,0.13151209918534262,-0.6654450361728986,1.8848696417327418e-05,teaser geoff
Keighley,8.97780241032212,0.23415198321770644,0.37571864020848955,0.032131380802945815,-0.7584176286897046,0.02509714007104426,Keighley
geoff keighley,8.97780241032212,0.23415198321770644,0.37571864020848955,0.032131380802945815,-0.7584176286897046,0.02509714007104426,geoff keighley
sorgen,36.20065778223494,0.00875336093484874,-0.10709464497611866,-0.09953281438987857,0.08760055504320076,-0.015467943036583632,sorgen
keighley sorg+en,5.39591204678892,0.23583359826169698,0.34478824334215546,0.10353327339210242,-0.7020580164487661,-0.006060890138775208,keighley sorg+en
sorg+en neu+e,5.662545823432598,0.24803296862845317,0.336322508357477,0.08615576221779982,-0.7238952967138726,0.0013651487915146508,sorg+en neu+e
hoffnung zeit,5.933666180722588,0.176308011022369,0.3509069864716027,0.0874877495848124,-0.7213760266384344,0.07088815778191115,hoffnung zeit
aufzuwachen,6.254326868307842,0.13827701266275846,0.32960265953591344,0.059638962112024164,-0.7430831934068688,0.1391987675629192,aufzuwachen
zeit auf+zu+wach+en,6.254326868307842,0.13827701266275846,0.32960265953591344,0.059638962112024164,-0.7430831934068688,0.1391987675629192,zeit auf+zu+wach+en
Freeman,6.6552520423527355,0.16105814534818402,0.3823755968730136,0.08960373490788244,-0.614302815772483,0.015963909318263268,Freeman
Angesichts,34.62082267401387,0.01894563100313613,0.026599968567793376,-0.1567367945335275,-0.1626798949648915,0.14705113515010396,Angesichts
angesichts aktuell+en,8.481641708642057,0.22619322305733336,0.4717953466312838,0.12207254344332745,-1.013761867603128,0.03220528908983733,angesichts aktuell+en
aktuell+en lawine,12.801635400732078,0.26563679753199604,0.5143576551475161,0.10236360338337158,-1.3089138110026415,0.045718526564398225,aktuell+en lawine
Wiedersehen,6.466427415646864,0.18854376974601275,0.4373378598123027,0.13961685870885668,-0.7822054181065714,0.006386036539033401,Wiedersehen
hinweis+en wieder+seh+en,6.466427415646864,0.18854376974601275,0.4373378598123027,0.13961685870885668,-0.7822054181065714,0.006386036539033401,hinweis+en wieder+seh+en
G-Man,5.962683825550389,0.12948064619022936,0.3773554966649144,0.10739179924102506,-0.45087932178889867,-0.044166880528238,G-Man
wieder+seh+en g+-+man,5.962683825550389,0.12948064619022936,0.3773554966649144,0.10739179924102506,-0.45087932178889867,-0.044166880528238,wieder+seh+en g+-+man
g+-+man kurz,5.815953405720523,0.12322238546876609,0.37094452259963084,0.10752528571284041,-0.4259633645717629,-0.04846033184156978,g+-+man kurz
bevorstehen,5.606328168907407,0.1364488803460143,0.3840754242803671,0.1256796004028097,-0.5001383362294743,-0.03373302960346433,bevorstehen
kurz bevorsteh+en,5.606328168907407,0.1364488803460143,0.3840754242803671,0.1256796004028097,-0.5001383362294743,-0.03373302960346433,kurz bevorsteh+en
älteste,4.980587226425104,0.14597600274835076,0.3934379523486197,0.15941731057677488,-0.5837687785443822,-0.01696909421304839,älteste
wohl alt+est+e,4.980587226425104,0.14597600274835076,0.3934379523486197,0.15941731057677488,-0.5837687785443822,-0.01696909421304839,wohl alt+est+e
Running,4.874197463125675,0.14494989144399126,0.39244540440833975,0.1637262915580412,-0.5844758145037333,-0.01642167419089707,Running
alt+est+e running,4.874197463125675,0.14494989144399126,0.39244540440833975,0.1637262915580412,-0.5844758145037333,-0.01642167419089707,alt+est+e running
Gag,4.780461241465213,0.14362945973218566,0.39117873363992983,0.16739445391961894,-0.583008885201709,-0.016274636367132698,Gag
running gag,4.780461241465213,0.14362945973218566,0.39117873363992983,0.16739445391961894,-0.583008885201709,-0.016274636367132698,running gag
Videospielgeschichte,4.696823289434526,0.14215001165467245,0.3897690078057936,0.17060039786886455,-0.5802373452680101,-0.01637809835879136,Videospielgeschichte
gag video+spiel+geschichte,4.696823289434526,0.14215001165467245,0.3897690078057936,0.17060039786886455,-0.5802373452680101,-0.01637809835879136,gag video+spiel+geschichte
doch…,4.505548067869857,0.1377827901061758,0.3856506545485509,0.17782236049075928,-0.5693842803022582,-0.01734525098966878,doch…
video+spiel+geschichte doch…,4.505548067869857,0.1377827901061758,0.3856506545485509,0.17782236049075928,-0.5693842803022582,-0.01734525098966878,video+spiel+geschichte doch…
+5406,4.453872838480897,0.13637921299546385,0.3843382920135092,0.17977005820759517,-0.5654855026264722,-0.017765119370320097,+5406
doch… +5406,4.453872838480897,0.13637921299546385,0.3843382920135092,0.17977005820759517,-0.5654855026264722,-0.017765119370320097,doch… +5406
+5406 char+s,4.412394903707483,0.13518547038458137,0.3832258502430973,0.18133774002278608,-0.5620825653807867,-0.01814772801754407,+5406 char+s
Sicherheitsmaßnahmen,12.435180109323433,-0.0058033242135459365,-0.014651251917494074,0.39037690257478014,0.04565209517350778,-0.207965208315229,Sicherheitsmaßnahmen
Kapuzinerberg,11.905535880210257,-0.10546645198529284,-0.0570078034292666,0.66536526482819,0.010749143272289846,-0.22096274177428143,Kapuzinerberg
sicherheit+s+maßnahme+n kapuzinerberg,7.445254215262623,-0.1074985969620455,-0.014432986304012187,0.6510546075999512,-0.0057084216652340475,-0.21261737107821851,sicherheit+s+maßnahme+n kapuzinerberg
